,Entrez Gene Interactor A,Entrez Gene Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,7415,6128,VCP,RPL6
0,7415,6188,VCP,RPS3
0,7415,7415,VCP,VCP
0,7415,5339,VCP,PLEC
0,7415,3320,VCP,HSP90AA1
0,7415,6205,VCP,RPS11
0,7415,5430,VCP,POLR2A
0,7415,5518,VCP,PPP2R1A
0,7415,351,VCP,APP
0,7415,9532,VCP,BAG2
0,7415,7531,VCP,YWHAE
0,7415,6191,VCP,RPS4X
0,7415,6230,VCP,RPS25
0,7415,6152,VCP,RPL24
0,7415,10856,VCP,RUVBL2
0,7415,6184,VCP,RPN1
0,7415,6440,VCP,SFTPC
0,7415,6428,VCP,SRSF3
0,7415,9349,VCP,RPL23
0,7415,56897,VCP,WRNIP1
0,7415,23291,VCP,FBXW11
0,7415,3315,VCP,HSPB1
0,7415,60,VCP,ACTB
0,7415,3309,VCP,HSPA5
0,7415,3105,VCP,HLA-A
0,7415,6137,VCP,RPL13
0,7415,6737,VCP,TRIM21
0,7415,908,VCP,CCT6A
0,7415,3326,VCP,HSP90AB1
0,7415,3303,VCP,HSPA1A
0,7415,31,VCP,ACACA
0,7415,10694,VCP,CCT8
0,7415,6194,VCP,RPS6
0,7415,9025,VCP,RNF8
0,7415,3091,VCP,HIF1A
0,7415,3312,VCP,HSPA8
0,7415,821,VCP,CANX
0,7415,23141,VCP,ANKLE2
0,7415,10971,VCP,YWHAQ
0,7415,6202,VCP,RPS8
0,7415,6146,VCP,RPL22
0,7415,1500,VCP,CTNND1
0,7415,203068,VCP,TUBB
0,7415,6189,VCP,RPS3A
0,7415,6613,VCP,SUMO2
0,7415,7316,VCP,UBC
0,7415,10576,VCP,CCT2
0,7415,5682,VCP,PSMA1
0,7415,8945,VCP,BTRC
0,7415,57122,VCP,NUP107
0,7415,3329,VCP,HSPD1
0,7415,5832,VCP,ALDH18A1
0,7415,5296,VCP,PIK3R2
0,7415,9908,VCP,G3BP2
0,7415,10383,VCP,TUBB4B
0,7415,6772,VCP,STAT1
0,7417,1213,VDAC2,CLTC
0,7417,6184,VDAC2,RPN1
0,7417,351,VDAC2,APP
0,7417,498,VDAC2,ATP5A1
0,7417,292,VDAC2,SLC25A5
0,7458,6428,EIF4H,SRSF3
0,7531,3181,YWHAE,HNRNPA2B1
0,7531,23524,YWHAE,SRRM2
0,7531,3326,YWHAE,HSP90AB1
0,7531,11140,YWHAE,CDC37
0,7531,2887,YWHAE,GRB10
0,7531,801,YWHAE,CALM1
0,7531,5093,YWHAE,PCBP1
0,7531,29110,YWHAE,TBK1
0,7531,10856,YWHAE,RUVBL2
0,7531,498,YWHAE,ATP5A1
0,7531,4869,YWHAE,NPM1
0,7531,30968,YWHAE,STOML2
0,7531,6432,YWHAE,SRSF7
0,7531,6431,YWHAE,SRSF6
0,7531,3312,YWHAE,HSPA8
0,7531,10383,YWHAE,TUBB4B
0,7531,3301,YWHAE,DNAJA1
0,7531,6885,YWHAE,MAP3K7
0,7531,6188,YWHAE,RPS3
0,7531,203068,YWHAE,TUBB
0,7531,6128,YWHAE,RPL6
0,7531,10971,YWHAE,YWHAQ
0,7531,29766,YWHAE,TMOD3
0,7531,6124,YWHAE,RPL4
0,7531,6202,YWHAE,RPS8
0,7531,1207,YWHAE,CLNS1A
0,7531,3303,YWHAE,HSPA1A
0,7536,7536,SF1,SF1
0,7536,3185,SF1,HNRNPF
0,7536,7334,SF1,UBE2N
0,7536,10521,SF1,DDX17
0,7536,3190,SF1,HNRNPK
0,7536,79084,SF1,WDR77
0,7704,7704,ZBTB16,ZBTB16
0,7704,2274,ZBTB16,FHL2
0,7704,1915,ZBTB16,EEF1A1
0,7704,2801,ZBTB16,GOLGA2
0,7704,2275,ZBTB16,FHL3
0,7780,10488,SLC30A2,CREB3
0,7780,147872,SLC30A2,CCDC155
0,7849,5315,PAX8,PKM
0,7919,79784,DDX39B,MYH14
0,7919,10250,DDX39B,SRRM1
0,7919,4637,DDX39B,MYL6
0,7919,6432,DDX39B,SRSF7
0,7919,5093,DDX39B,PCBP1
0,7919,6840,DDX39B,SVIL
0,7919,9967,DDX39B,THRAP3
0,7919,10294,DDX39B,DNAJA2
0,7919,5074,DDX39B,PAWR
0,7919,23164,DDX39B,MPRIP
0,7919,2314,DDX39B,FLII
0,7919,4627,DDX39B,MYH9
0,7919,9775,DDX39B,EIF4A3
0,7919,801,DDX39B,CALM1
0,7919,4641,DDX39B,MYO1C
0,7919,10189,DDX39B,ALYREF
0,7919,26986,DDX39B,PABPC1
0,7919,3329,DDX39B,HSPD1
0,7919,6184,DDX39B,RPN1
0,7919,5052,DDX39B,PRDX1
0,7919,9209,DDX39B,LRRFIP2
0,7919,6136,DDX39B,RPL12
0,7919,23524,DDX39B,SRRM2
0,7919,26064,DDX39B,RAI14
0,7919,790,DDX39B,CAD
0,7919,9532,DDX39B,BAG2
0,7919,29766,DDX39B,TMOD3
0,7919,3615,DDX39B,IMPDH2
0,7919,3312,DDX39B,HSPA8
0,7919,7277,DDX39B,TUBA4A
0,7919,7284,DDX39B,TUFM
0,7919,4430,DDX39B,MYO1B
0,7919,4646,DDX39B,MYO6
0,7919,498,DDX39B,ATP5A1
0,7919,6188,DDX39B,RPS3
0,7919,999,DDX39B,CDH1
0,7919,203068,DDX39B,TUBB
0,7919,292,DDX39B,SLC25A5
0,8243,9126,SMC1A,SMC3
0,8243,8243,SMC1A,SMC1A
0,8243,4176,SMC1A,MCM7
0,8318,4172,CDC45,MCM3
0,8318,4999,CDC45,ORC2
0,8318,4176,CDC45,MCM7
0,8407,351,TAGLN2,APP
0,8407,1938,TAGLN2,EEF2
0,8407,2280,TAGLN2,FKBP1A
0,8517,257397,IKBKG,TAB3
0,8517,3718,IKBKG,JAK3
0,8517,11091,IKBKG,WDR5
0,8517,3957,IKBKG,LGALS2
0,8517,11269,IKBKG,DDX19B
0,8517,55072,IKBKG,RNF31
0,8517,6885,IKBKG,MAP3K7
0,8517,3326,IKBKG,HSP90AB1
0,8517,3875,IKBKG,KRT18
0,8517,23164,IKBKG,MPRIP
0,8517,3551,IKBKG,IKBKB
0,8517,3856,IKBKG,KRT8
0,8517,6206,IKBKG,RPS12
0,8517,1540,IKBKG,CYLD
0,8517,7128,IKBKG,TNFAIP3
0,8517,10318,IKBKG,TNIP1
0,8517,11140,IKBKG,CDC37
0,8517,7186,IKBKG,TRAF2
0,8517,79155,IKBKG,TNIP2
0,8517,3717,IKBKG,JAK2
0,8517,1964,IKBKG,EIF1AX
0,8517,1147,IKBKG,CHUK
0,8517,3303,IKBKG,HSPA1A
0,8517,329,IKBKG,BIRC2
0,8517,4792,IKBKG,NFKBIA
0,8517,2324,IKBKG,FLT4
0,8517,8945,IKBKG,BTRC
0,8517,8772,IKBKG,FADD
0,8517,9641,IKBKG,IKBKE
0,8517,3091,IKBKG,HIF1A
0,8517,10454,IKBKG,TAB1
0,8517,387,IKBKG,RHOA
0,8517,8878,IKBKG,SQSTM1
0,8517,29110,IKBKG,TBK1
0,8517,10010,IKBKG,TANK
0,8517,8737,IKBKG,RIPK1
0,8517,7189,IKBKG,TRAF6
0,8517,6732,IKBKG,SRPK1
0,8517,23118,IKBKG,TAB2
0,8517,4176,IKBKG,MCM7
0,8517,7316,IKBKG,UBC
0,8517,7187,IKBKG,TRAF3
0,8517,3320,IKBKG,HSP90AA1
0,8517,8517,IKBKG,IKBKG
0,8517,10616,IKBKG,RBCK1
0,8517,81858,IKBKG,SHARPIN
0,8607,60,RUVBL1,ACTB
0,8607,3091,RUVBL1,HIF1A
0,8607,5591,RUVBL1,PRKDC
0,8607,3312,RUVBL1,HSPA8
0,8607,5093,RUVBL1,PCBP1
0,8607,26986,RUVBL1,PABPC1
0,8607,71,RUVBL1,ACTG1
0,8607,826,RUVBL1,CAPNS1
0,8607,10383,RUVBL1,TUBB4B
0,8607,203068,RUVBL1,TUBB
0,8607,10856,RUVBL1,RUVBL2
0,8607,10524,RUVBL1,KAT5
0,8607,8607,RUVBL1,RUVBL1
0,8655,8655,DYNLL1,DYNLL1
0,8655,4644,DYNLL1,MYO5A
0,8655,5093,DYNLL1,PCBP1
0,8655,4792,DYNLL1,NFKBIA
0,8655,3875,DYNLL1,KRT18
0,8655,6188,DYNLL1,RPS3
0,8655,26986,DYNLL1,PABPC1
0,8655,857,DYNLL1,CAV1
0,8655,1915,DYNLL1,EEF1A1
0,8655,140609,DYNLL1,NEK7
0,8655,10399,DYNLL1,GNB2L1
0,8655,6193,DYNLL1,RPS5
0,8655,1654,DYNLL1,DDX3X
0,8717,6772,TRADD,STAT1
0,8717,7186,TRADD,TRAF2
0,8717,7189,TRADD,TRAF6
0,8717,8737,TRADD,RIPK1
0,8717,8772,TRADD,FADD
0,8717,7132,TRADD,TNFRSF1A
0,8717,3875,TRADD,KRT18
0,8717,8717,TRADD,TRADD
0,8737,23118,RIPK1,TAB2
0,8737,8878,RIPK1,SQSTM1
0,8737,841,RIPK1,CASP8
0,8737,3320,RIPK1,HSP90AA1
0,8737,7132,RIPK1,TNFRSF1A
0,8737,8772,RIPK1,FADD
0,8737,8517,RIPK1,IKBKG
0,8737,329,RIPK1,BIRC2
0,8737,3551,RIPK1,IKBKB
0,8737,7316,RIPK1,UBC
0,8737,7128,RIPK1,TNFAIP3
0,8737,8717,RIPK1,TRADD
0,8737,6885,RIPK1,MAP3K7
0,8737,7186,RIPK1,TRAF2
0,8737,8737,RIPK1,RIPK1
0,8737,1540,RIPK1,CYLD
0,8772,1616,FADD,DAXX
0,8772,387,FADD,RHOA
0,8772,8737,FADD,RIPK1
0,8772,7132,FADD,TNFRSF1A
0,8772,8772,FADD,FADD
0,8772,8717,FADD,TRADD
0,8772,355,FADD,FAS
0,8772,7128,FADD,TNFAIP3
0,8772,841,FADD,CASP8
0,8772,6737,FADD,TRIM21
0,8815,2316,BANF1,FLNA
0,8815,5315,BANF1,PKM
0,8815,3006,BANF1,HIST1H1C
0,8815,8815,BANF1,BANF1
0,8815,1642,BANF1,DDB1
0,8815,7284,BANF1,TUFM
0,8829,54888,NRP1,NSUN2
0,8829,197131,NRP1,UBR1
0,8829,23304,NRP1,UBR2
0,8829,6155,NRP1,RPL27
0,8833,3615,GMPS,IMPDH2
0,8833,3614,GMPS,IMPDH1
0,8833,6737,GMPS,TRIM21
0,8878,355,SQSTM1,FAS
0,8878,841,SQSTM1,CASP8
0,8878,8878,SQSTM1,SQSTM1
0,8878,4722,SQSTM1,NDUFS3
0,8878,1500,SQSTM1,CTNND1
0,8878,6737,SQSTM1,TRIM21
0,8878,5074,SQSTM1,PAWR
0,8878,8737,SQSTM1,RIPK1
0,8878,5888,SQSTM1,RAD51
0,8878,7189,SQSTM1,TRAF6
0,8878,3091,SQSTM1,HIF1A
0,8878,2316,SQSTM1,FLNA
0,8878,857,SQSTM1,CAV1
0,8878,7052,SQSTM1,TGM2
0,8878,7316,SQSTM1,UBC
0,8878,1540,SQSTM1,CYLD
0,8878,3309,SQSTM1,HSPA5
0,8878,2521,SQSTM1,FUS
0,8945,57120,BTRC,GOPC
0,8945,7531,BTRC,YWHAE
0,8945,6222,BTRC,RPS18
0,8945,908,BTRC,CCT6A
0,8945,1147,BTRC,CHUK
0,8945,3192,BTRC,HNRNPU
0,8945,4792,BTRC,NFKBIA
0,8945,23112,BTRC,TNRC6B
0,8945,9532,BTRC,BAG2
0,8945,6667,BTRC,SP1
0,8945,10576,BTRC,CCT2
0,8945,3551,BTRC,IKBKB
0,8945,1500,BTRC,CTNND1
0,8945,57470,BTRC,LRRC47
0,8945,26064,BTRC,RAI14
0,8945,1191,BTRC,CLU
0,8945,8945,BTRC,BTRC
0,8945,5052,BTRC,PRDX1
0,8945,6204,BTRC,RPS10
0,8945,3315,BTRC,HSPB1
0,8945,7415,BTRC,VCP
0,8945,23291,BTRC,FBXW11
0,8945,23164,BTRC,MPRIP
0,8945,7316,BTRC,UBC
0,8945,5868,BTRC,RAB5A
0,8945,3190,BTRC,HNRNPK
0,8971,3009,H1FX,HIST1H1B
0,9025,3551,RNF8,IKBKB
0,9025,5111,RNF8,PCNA
0,9025,1147,RNF8,CHUK
0,9025,9025,RNF8,RNF8
0,9025,7334,RNF8,UBE2N
0,9025,7132,RNF8,TNFRSF1A
0,9025,6613,RNF8,SUMO2
0,9025,7316,RNF8,UBC
0,9077,387,DIRAS3,RHOA
0,9077,25831,DIRAS3,HECTD1
0,9126,8243,SMC3,SMC1A
0,9126,203068,SMC3,TUBB
0,9146,79084,HGS,WDR77
0,9146,351,HGS,APP
0,9146,3875,HGS,KRT18
0,9146,7316,HGS,UBC
0,9146,203068,HGS,TUBB
0,9146,10616,HGS,RBCK1
0,9146,6189,HGS,RPS3A
0,9146,3190,HGS,HNRNPK
0,9146,3312,HGS,HSPA8
0,9146,1213,HGS,CLTC
0,9146,4644,HGS,MYO5A
0,9146,2801,HGS,GOLGA2
0,9146,80125,HGS,CCDC33
0,9146,2060,HGS,EPS15
0,9146,444874,HGS,UBC
0,9146,22836,HGS,RHOBTB3
0,9209,829,LRRFIP2,CAPZA1
0,9209,2314,LRRFIP2,FLII
0,9223,999,MAGI1,CDH1
0,9319,991,TRIP13,CDC20
0,9319,6275,TRIP13,S100A4
0,9319,9319,TRIP13,TRIP13
0,9349,6207,RPL23,RPS13
0,9349,51065,RPL23,RPS27L
0,9349,6133,RPL23,RPL9
0,9349,9349,RPL23,RPL23
0,9349,351,RPL23,APP
0,9349,6169,RPL23,RPL38
0,9349,6189,RPL23,RPS3A
0,9349,6157,RPL23,RPL27A
0,9349,6191,RPL23,RPS4X
0,9349,6135,RPL23,RPL11
0,9349,6146,RPL23,RPL22
0,9349,6134,RPL23,RPL10
0,9349,23521,RPL23,RPL13A
0,9349,6229,RPL23,RPS24
0,9349,6210,RPL23,RPS15A
0,9349,6125,RPL23,RPL5
0,9349,6222,RPL23,RPS18
0,9349,6224,RPL23,RPS20
0,9349,6128,RPL23,RPL6
0,9349,6193,RPL23,RPS5
0,9349,6154,RPL23,RPL26
0,9349,4736,RPL23,RPL10A
0,9349,6139,RPL23,RPL17
0,9349,6228,RPL23,RPS23
0,9349,6181,RPL23,RPLP2
0,9349,6202,RPL23,RPS8
0,9349,6138,RPL23,RPL15
0,9349,6147,RPL23,RPL23A
0,9349,6122,RPL23,RPL3
0,9349,6170,RPL23,RPL39
0,9349,6137,RPL23,RPL13
0,9349,6130,RPL23,RPL7A
0,9349,6136,RPL23,RPL12
0,9349,6206,RPL23,RPS12
0,9349,6158,RPL23,RPL28
0,9349,6223,RPL23,RPS19
0,9349,6188,RPL23,RPS3
0,9349,6152,RPL23,RPL24
0,9349,6218,RPL23,RPS17
0,9349,6155,RPL23,RPL27
0,9349,6231,RPL23,RPS26
0,9349,6230,RPL23,RPS25
0,9349,6194,RPL23,RPS6
0,9349,6232,RPL23,RPS27
0,9349,6124,RPL23,RPL4
0,9349,6176,RPL23,RPLP1
0,9349,6129,RPL23,RPL7
0,9349,6205,RPL23,RPS11
0,9397,351,NMT2,APP
0,9425,3920,CDYL,LAMP2
0,9451,3309,EIF2AK3,HSPA5
0,9513,80125,FXR2,CCDC33
0,9513,9908,FXR2,G3BP2
0,9513,57142,FXR2,RTN4
0,9513,10521,FXR2,DDX17
0,9513,9513,FXR2,FXR2
0,9532,9532,BAG2,BAG2
0,9532,3312,BAG2,HSPA8
0,9532,10454,BAG2,TAB1
0,9532,10273,BAG2,STUB1
0,9532,79084,BAG2,WDR77
0,9641,1654,IKBKE,DDX3X
0,9641,7186,IKBKE,TRAF2
0,9641,26986,IKBKE,PABPC1
0,9641,10010,IKBKE,TANK
0,9641,10576,IKBKE,CCT2
0,9641,8517,IKBKE,IKBKG
0,9641,7128,IKBKE,TNFAIP3
0,9641,1540,IKBKE,CYLD
0,9641,329,IKBKE,BIRC2
0,9641,3551,IKBKE,IKBKB
0,9641,7415,IKBKE,VCP
0,9641,9641,IKBKE,IKBKE
0,9641,3615,IKBKE,IMPDH2
0,9641,7187,IKBKE,TRAF3
0,9641,1213,IKBKE,CLTC
0,9641,11140,IKBKE,CDC37
0,9641,7316,IKBKE,UBC
0,9641,5518,IKBKE,PPP2R1A
0,9641,2058,IKBKE,EPRS
0,9641,10856,IKBKE,RUVBL2
0,9641,10694,IKBKE,CCT8
0,9641,10318,IKBKE,TNIP1
0,9641,4792,IKBKE,NFKBIA
0,9641,908,IKBKE,CCT6A
0,9641,51646,IKBKE,YPEL5
0,9655,351,SOCS5,APP
0,9669,2923,EIF5B,PDIA3
0,9669,9669,EIF5B,EIF5B
0,9775,6428,EIF4A3,SRSF3
0,9775,10189,EIF4A3,ALYREF
0,9775,60,EIF4A3,ACTB
0,9775,3312,EIF4A3,HSPA8
0,9775,6134,EIF4A3,RPL10
0,9775,10521,EIF4A3,DDX17
0,9775,3858,EIF4A3,KRT10
0,9775,6158,EIF4A3,RPL28
0,9775,6128,EIF4A3,RPL6
0,9775,6122,EIF4A3,RPL3
0,9775,3848,EIF4A3,KRT1
0,9775,6432,EIF4A3,SRSF7
0,9775,6157,EIF4A3,RPL27A
0,9775,55681,EIF4A3,SCYL2
0,9775,23521,EIF4A3,RPL13A
0,9775,3880,EIF4A3,KRT19
0,9775,3185,EIF4A3,HNRNPF
0,9775,6194,EIF4A3,RPS6
0,9775,3852,EIF4A3,KRT5
0,9775,23524,EIF4A3,SRRM2
0,9775,6205,EIF4A3,RPS11
0,9775,6431,EIF4A3,SRSF6
0,9775,3303,EIF4A3,HSPA1A
0,9775,6152,EIF4A3,RPL24
0,9775,829,EIF4A3,CAPZA1
0,9775,6137,EIF4A3,RPL13
0,9775,6138,EIF4A3,RPL15
0,9775,6229,EIF4A3,RPS24
0,9775,6154,EIF4A3,RPL26
0,9775,4627,EIF4A3,MYH9
0,9775,4670,EIF4A3,HNRNPM
0,9775,3849,EIF4A3,KRT2
0,9775,55291,EIF4A3,PPP6R3
0,9775,6124,EIF4A3,RPL4
0,9775,10250,EIF4A3,SRRM1
0,9775,1654,EIF4A3,DDX3X
0,9775,6130,EIF4A3,RPL7A
0,9775,6139,EIF4A3,RPL17
0,9775,292,EIF4A3,SLC25A5
0,9775,3192,EIF4A3,HNRNPU
0,9775,9967,EIF4A3,THRAP3
0,9775,6202,EIF4A3,RPS8
0,9775,4131,EIF4A3,MAP1B
0,9775,3857,EIF4A3,KRT9
0,9775,3716,EIF4A3,JAK1
0,9775,5052,EIF4A3,PRDX1
0,9775,1915,EIF4A3,EEF1A1
0,9775,70,EIF4A3,ACTC1
0,9775,3190,EIF4A3,HNRNPK
0,9775,9775,EIF4A3,EIF4A3
0,9775,3313,EIF4A3,HSPA9
0,9775,1207,EIF4A3,CLNS1A
0,9775,6129,EIF4A3,RPL7
0,9775,79084,EIF4A3,WDR77
0,9825,10454,SPATA2,TAB1
0,9825,10318,SPATA2,TNIP1
0,9825,81858,SPATA2,SHARPIN
0,9825,8717,SPATA2,TRADD
0,9825,1147,SPATA2,CHUK
0,9825,3551,SPATA2,IKBKB
0,9825,55072,SPATA2,RNF31
0,9825,7132,SPATA2,TNFRSF1A
0,9825,1540,SPATA2,CYLD
0,9825,10616,SPATA2,RBCK1
0,9825,90268,SPATA2,OTULIN
0,9825,84445,SPATA2,LZTS2
0,9825,351,SPATA2,APP
0,9825,8517,SPATA2,IKBKG
0,9908,158,G3BP2,ADSL
0,9908,4792,G3BP2,NFKBIA
0,9961,7205,MVP,TRIP6
0,9961,9961,MVP,MVP
0,9961,2801,MVP,GOLGA2
0,9961,7186,MVP,TRAF2
0,9961,9319,MVP,TRIP13
0,9961,3312,MVP,HSPA8
0,9961,57120,MVP,GOPC
0,9967,6223,THRAP3,RPS19
0,10010,10010,TANK,TANK
0,10010,29110,TANK,TBK1
0,10010,7189,TANK,TRAF6
0,10010,7186,TANK,TRAF2
0,10010,958,TANK,CD40
0,10010,329,TANK,BIRC2
0,10010,9641,TANK,IKBKE
0,10010,1147,TANK,CHUK
0,10010,351,TANK,APP
0,10010,7187,TANK,TRAF3
0,10010,8517,TANK,IKBKG
0,10048,57610,RANBP9,RANBP10
0,10048,54994,RANBP9,GID8
0,10048,10048,RANBP9,RANBP9
0,10048,25852,RANBP9,ARMC8
0,10048,7189,RANBP9,TRAF6
0,10048,64795,RANBP9,RMND5A
0,10048,4289,RANBP9,MKLN1
0,10048,351,RANBP9,APP
0,10048,51646,RANBP9,YPEL5
0,10051,25831,SMC4,HECTD1
0,10051,8243,SMC4,SMC1A
0,10051,5339,SMC4,PLEC
0,10061,1654,ABCF2,DDX3X
0,10061,9669,ABCF2,EIF5B
0,10061,3181,ABCF2,HNRNPA2B1
0,10075,23521,HUWE1,RPL13A
0,10075,10808,HUWE1,HSPH1
0,10075,9349,HUWE1,RPL23
0,10075,3301,HUWE1,DNAJA1
0,10075,6202,HUWE1,RPS8
0,10075,4171,HUWE1,MCM2
0,10075,6128,HUWE1,RPL6
0,10075,5160,HUWE1,PDHA1
0,10075,826,HUWE1,CAPNS1
0,10075,3315,HUWE1,HSPB1
0,10075,6210,HUWE1,RPS15A
0,10075,6124,HUWE1,RPL4
0,10075,5682,HUWE1,PSMA1
0,10075,5686,HUWE1,PSMA5
0,10075,6125,HUWE1,RPL5
0,10075,6191,HUWE1,RPS4X
0,10075,5111,HUWE1,PCNA
0,10075,6223,HUWE1,RPS19
0,10075,292,HUWE1,SLC25A5
0,10075,990,HUWE1,CDC6
0,10075,4173,HUWE1,MCM4
0,10075,10075,HUWE1,HUWE1
0,10075,7531,HUWE1,YWHAE
0,10075,1653,HUWE1,DDX1
0,10075,6218,HUWE1,RPS17
0,10075,57142,HUWE1,RTN4
0,10075,10694,HUWE1,CCT8
0,10075,6421,HUWE1,SFPQ
0,10075,7316,HUWE1,UBC
0,10075,6204,HUWE1,RPS10
0,10075,6228,HUWE1,RPS23
0,10075,7284,HUWE1,TUFM
0,10075,4869,HUWE1,NPM1
0,10075,4691,HUWE1,NCL
0,10075,3320,HUWE1,HSP90AA1
0,10075,6188,HUWE1,RPS3
0,10075,5093,HUWE1,PCBP1
0,10075,509,HUWE1,ATP5C1
0,10075,4736,HUWE1,RPL10A
0,10075,10576,HUWE1,CCT2
0,10075,6428,HUWE1,SRSF3
0,10075,6230,HUWE1,RPS25
0,10075,10294,HUWE1,DNAJA2
0,10075,3615,HUWE1,IMPDH2
0,10075,821,HUWE1,CANX
0,10075,5702,HUWE1,PSMC3
0,10075,10961,HUWE1,ERP29
0,10075,23193,HUWE1,GANAB
0,10075,5705,HUWE1,PSMC5
0,10075,6727,HUWE1,SRP14
0,10075,1213,HUWE1,CLTC
0,10075,3192,HUWE1,HNRNPU
0,10075,26135,HUWE1,SERBP1
0,10075,829,HUWE1,CAPZA1
0,10075,6229,HUWE1,RPS24
0,10075,6155,HUWE1,RPL27
0,10075,3326,HUWE1,HSP90AB1
0,10075,6122,HUWE1,RPL3
0,10075,5315,HUWE1,PKM
0,10075,9775,HUWE1,EIF4A3
0,10075,6157,HUWE1,RPL27A
0,10075,4722,HUWE1,NDUFS3
0,10075,10383,HUWE1,TUBB4B
0,10075,991,HUWE1,CDC20
0,10075,22998,HUWE1,LIMCH1
0,10075,6189,HUWE1,RPS3A
0,10075,10399,HUWE1,GNB2L1
0,10075,2058,HUWE1,EPRS
0,10075,6146,HUWE1,RPL22
0,10075,6136,HUWE1,RPL12
0,10075,1938,HUWE1,EEF2
0,10075,4627,HUWE1,MYH9
0,10075,3309,HUWE1,HSPA5
0,10075,6772,HUWE1,STAT1
0,10075,3190,HUWE1,HNRNPK
0,10075,7415,HUWE1,VCP
0,10075,6137,HUWE1,RPL13
0,10075,6130,HUWE1,RPL7A
0,10075,6138,HUWE1,RPL15
0,10075,3181,HUWE1,HNRNPA2B1
0,10075,140465,HUWE1,MYL6B
0,10075,56926,HUWE1,NCLN
0,10075,908,HUWE1,CCT6A
0,10075,8607,HUWE1,RUVBL1
0,10075,1933,HUWE1,EEF1B2
0,10075,6207,HUWE1,RPS13
0,10075,6222,HUWE1,RPS18
0,10075,203068,HUWE1,TUBB
0,10075,498,HUWE1,ATP5A1
0,10075,3329,HUWE1,HSPD1
0,10075,5905,HUWE1,RANGAP1
0,10075,10856,HUWE1,RUVBL2
0,10075,1642,HUWE1,DDB1
0,10116,10399,FEM1B,GNB2L1
0,10133,7316,OPTN,UBC
0,10133,8737,OPTN,RIPK1
0,10133,7132,OPTN,TNFRSF1A
0,10133,4646,OPTN,MYO6
0,10133,1540,OPTN,CYLD
0,10133,29110,OPTN,TBK1
0,10133,7187,OPTN,TRAF3
0,10133,10133,OPTN,OPTN
0,10133,8517,OPTN,IKBKG
0,10133,10318,OPTN,TNIP1
0,10133,8717,OPTN,TRADD
0,10133,841,OPTN,CASP8
0,10133,8878,OPTN,SQSTM1
0,10133,2060,OPTN,EPS15
0,10133,10971,OPTN,YWHAQ
0,10189,26986,ALYREF,PABPC1
0,10189,1654,ALYREF,DDX3X
0,10189,529,ALYREF,ATP6V1E1
0,10189,9319,ALYREF,TRIP13
0,10189,6432,ALYREF,SRSF7
0,10189,10189,ALYREF,ALYREF
0,10189,7919,ALYREF,DDX39B
0,10189,10250,ALYREF,SRRM1
0,10226,9775,PLIN3,EIF4A3
0,10226,351,PLIN3,APP
0,10226,158,PLIN3,ADSL
0,10226,1915,PLIN3,EEF1A1
0,10226,6727,PLIN3,SRP14
0,10226,9088,PLIN3,PKMYT1
0,10226,387,PLIN3,RHOA
0,10226,10226,PLIN3,PLIN3
0,10250,9126,SRRM1,SMC3
0,10250,9775,SRRM1,EIF4A3
0,10250,2521,SRRM1,FUS
0,10250,8243,SRRM1,SMC1A
0,10250,23524,SRRM1,SRRM2
0,10250,6223,SRRM1,RPS19
0,10250,6421,SRRM1,SFPQ
0,10250,6431,SRRM1,SRSF6
0,10250,1915,SRRM1,EEF1A1
0,10250,6428,SRRM1,SRSF3
0,10250,4670,SRRM1,HNRNPM
0,10250,6635,SRRM1,SNRPE
0,10250,3301,SRRM1,DNAJA1
0,10250,8829,SRRM1,NRP1
0,10250,6193,SRRM1,RPS5
0,10250,6432,SRRM1,SRSF7
0,10250,1655,SRRM1,DDX5
0,10273,3091,STUB1,HIF1A
0,10273,1147,STUB1,CHUK
0,10273,7189,STUB1,TRAF6
0,10273,2064,STUB1,ERBB2
0,10273,3329,STUB1,HSPD1
0,10273,7316,STUB1,UBC
0,10273,8878,STUB1,SQSTM1
0,10273,79651,STUB1,RHBDF2
0,10273,7334,STUB1,UBE2N
0,10273,351,STUB1,APP
0,10273,1728,STUB1,NQO1
0,10273,7186,STUB1,TRAF2
0,10273,3320,STUB1,HSP90AA1
0,10273,3312,STUB1,HSPA8
0,10273,9532,STUB1,BAG2
0,10273,6885,STUB1,MAP3K7
0,10273,10273,STUB1,STUB1
0,10273,3313,STUB1,HSPA9
0,10273,7415,STUB1,VCP
0,10273,6277,STUB1,S100A6
0,10273,3303,STUB1,HSPA1A
0,10273,329,STUB1,BIRC2
0,10273,1616,STUB1,DAXX
0,10276,9223,NET1,MAGI1
0,10294,10061,DNAJA2,ABCF2
0,10294,9126,DNAJA2,SMC3
0,10294,3312,DNAJA2,HSPA8
0,10294,10383,DNAJA2,TUBB4B
0,10294,790,DNAJA2,CAD
0,10294,3313,DNAJA2,HSPA9
0,10318,10318,TNIP1,TNIP1
0,10318,7316,TNIP1,UBC
0,10318,9641,TNIP1,IKBKE
0,10318,29110,TNIP1,TBK1
0,10318,10928,TNIP1,RALBP1
0,10318,10133,TNIP1,OPTN
0,10376,908,TUBA1B,CCT6A
0,10376,10048,TUBA1B,RANBP9
0,10376,10383,TUBA1B,TUBB4B
0,10376,10576,TUBA1B,CCT2
0,10376,203068,TUBA1B,TUBB
